mag,depth,rad,prov,lat,lon,prov_enco,kmeans,kmedoids
2.9,70.0,82.0,NTT,-8.91,124.09,7,0.0,2.0
3.4,12.0,73.0,PAPUA,-1.58,136.81,10,0.0,2.0
2.6,10.0,27.0,SULBAR,-2.81,119.1,30,2.0,0.0
3.5,148.0,24.0,JABAR,-7.0,107.27,4,1.0,1.0
4.3,128.0,18.0,BANTEN,-5.98,105.79,21,1.0,1.0
5.3,10.0,204.0,JATIM,-9.98,112.51,29,3.0,3.0
3.3,63.0,53.0,NTT,-8.99,118.91,7,2.0,1.0
2.8,10.0,29.0,ACEH,5.25,96.22,23,2.0,0.0
4.4,170.0,111.0,MALUKUBRTDAYA,-7.52,128.57,14,1.0,1.0
2.9,12.0,51.0,SULTRA,-4.28,123.41,37,2.0,0.0
2.7,73.0,20.0,GORONTALO,0.58,121.81,12,1.0,1.0
3.9,23.0,14.0,SUMUT,1.34,97.27,2,2.0,0.0
3.1,10.0,39.0,PAPUA,-1.86,135.83,10,2.0,0.0
2.7,10.0,93.0,MALUKUTENGAH,-2.61,129.44,3,0.0,2.0
3.4,10.0,74.0,SULSEL,-2.16,120.65,17,0.0,2.0
2.7,10.0,102.0,LAMPUNG,-5.74,103.2,16,0.0,2.0
3.1,121.0,13.0,NTB,-8.62,118.38,8,1.0,1.0
4.9,10.0,94.0,MALUKUTENGAH,-2.61,129.46,3,0.0,2.0
3.6,19.0,266.0,MALUKUTENGGARABRT,-6.16,129.73,25,3.0,3.0
2.9,10.0,83.0,GORONTALO,-0.28,122.07,12,0.0,2.0
2.8,10.0,47.0,SULTENG,-1.1,120.45,11,2.0,0.0
4.6,10.0,93.0,MALUKUTENGAH,-2.63,129.46,3,0.0,2.0
2.8,10.0,34.0,ACEH,4.52,96.44,23,2.0,0.0
3.2,10.0,115.0,ACEHJAYA,4.9,94.58,36,0.0,2.0
3.0,10.0,58.0,NTT,-9.13,120.24,7,2.0,2.0
3.3,15.0,79.0,SULUT,0.92,125.61,15,0.0,2.0
2.7,28.0,75.0,PAPUA,-2.67,140.84,10,0.0,2.0
3.8,10.0,33.0,ACEH,4.51,96.43,23,2.0,0.0
3.1,16.0,72.0,NTB,-7.87,119.04,8,0.0,2.0
3.2,10.0,29.0,ACEHTENGAH,4.54,96.59,9,2.0,0.0
2.9,10.0,107.0,SULUT,1.78,122.85,15,0.0,2.0
4.4,386.0,187.0,MALUKUBRTDAYA,-6.47,127.97,14,1.0,1.0
3.1,24.0,69.0,MALUT,1.39,126.93,5,0.0,2.0
2.4,17.0,54.0,JABAR,-7.47,107.32,4,0.0,2.0
